,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.4789761802335774,38,31,77,0.2,69,rough
1,1,29,0.21865149444114573,16,31,77,0.2,69,rough
2,2,28,0.34002664061783366,26,31,77,0.2,69,rough
3,3,27,0.5413646569395,41,31,77,0.2,69,rough
4,4,26,0.6923000661859319,55,31,77,0.2,69,rough
5,5,25,0.5731028356294354,45,31,77,0.2,69,rough
6,6,24,0.5768066711540059,43,31,77,0.2,69,rough
7,7,23,0.2893857090460414,21,31,77,0.2,69,rough
8,8,26,0.6923000661859319,52,31,77,0.2,69,rough
9,9,27,0.5413646569395,41,31,77,0.2,69,rough
10,10,28,0.34002664061783366,26,31,77,0.2,69,rough
