,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.3934294520700327,25,10,65,0.2,19,rough
1,1,9,0.5177452266633278,33,10,65,0.2,19,rough
2,2,10,0.9631410498633851,63,10,65,0.2,19,rough
3,3,11,0.9944976369171052,65,10,65,0.2,19,rough
4,4,12,0.5389318183899124,35,10,65,0.2,19,rough
5,5,11,0.9944976369171052,65,10,65,0.2,19,rough
6,6,10,0.9631410498633851,64,10,65,0.2,19,rough
7,7,11,0.9944976369171052,65,10,65,0.2,19,rough
8,8,10,0.9631410498633851,62,10,65,0.2,19,rough
9,9,11,0.9944976369171052,67,10,65,0.2,19,rough
10,10,10,0.9631410498633851,63,10,65,0.2,19,rough
