,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.12999510786031207,10,27,66,0.2,5,smooth
1,1,2,0.0,0,27,66,0.2,5,smooth
2,2,3,0.15994255101557264,13,27,66,0.2,5,smooth
3,3,4,0.4896495768012984,32,27,66,0.2,5,smooth
4,4,5,0.7460892199563453,52,27,66,0.2,5,smooth
5,5,6,0.7763280434400782,50,27,66,0.2,5,smooth
6,6,7,0.597087753798208,39,27,66,0.2,5,smooth
7,7,8,0.37827752729866676,25,27,66,0.2,5,smooth
8,8,5,0.7460892199563453,49,27,66,0.2,5,smooth
9,9,6,0.7763280434400782,53,27,66,0.2,5,smooth
10,10,5,0.7460892199563453,48,27,66,0.2,5,smooth
