,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,27,0.41269368493825437,24,4,61,0.4,16,smooth
1,1,26,0.5926501115380347,39,4,61,0.4,16,smooth
2,2,25,0.787569663734046,47,4,61,0.4,16,smooth
3,3,24,0.9410162889103971,57,4,61,0.4,16,smooth
4,4,23,1.0,61,4,61,0.4,16,smooth
5,5,22,0.9578787818179191,58,4,61,0.4,16,smooth
6,6,21,0.8688362420758847,51,4,61,0.4,16,smooth
7,7,23,1.0,63,4,61,0.4,16,smooth
8,8,24,0.9410162889103971,59,4,61,0.4,16,smooth
9,9,25,0.787569663734046,48,4,61,0.4,16,smooth
10,10,26,0.5926501115380347,36,4,61,0.4,16,smooth
