,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.3610820658079567,25,6,70,0,46,rough
1,1,22,0.15207834138855472,12,6,70,0,46,rough
2,2,23,0.2323678397811582,17,6,70,0,46,rough
3,3,24,0.6590812806609082,46,6,70,0,46,rough
4,4,25,1.0,69,6,70,0,46,rough
5,5,26,0.9763356965186142,68,6,70,0,46,rough
6,6,27,0.48308349478793566,33,6,70,0,46,rough
7,7,25,1.0,72,6,70,0,46,rough
8,8,26,0.9763356965186142,69,6,70,0,46,rough
9,9,25,1.0,69,6,70,0,46,rough
10,10,26,0.9763356965186142,67,6,70,0,46,rough
