,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.0,3,8,62,0.2,51,rough
1,1,24,0.45542130821314064,28,8,62,0.2,51,rough
2,2,25,0.9787523687817326,60,8,62,0.2,51,rough
3,3,26,0.8643366856694688,53,8,62,0.2,51,rough
4,4,27,0.5417258835208231,34,8,62,0.2,51,rough
5,5,28,0.2254951975794439,15,8,62,0.2,51,rough
6,6,25,0.9787523687817326,60,8,62,0.2,51,rough
7,7,24,0.45542130821314064,30,8,62,0.2,51,rough
8,8,25,0.9787523687817326,63,8,62,0.2,51,rough
9,9,24,0.45542130821314064,28,8,62,0.2,51,rough
10,10,25,0.9787523687817326,62,8,62,0.2,51,rough
