,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.0,0,28,67,0.6,56,smooth
1,1,10,0.009706004610563198,0,28,67,0.6,56,smooth
2,2,8,0.1438574850974171,9,28,67,0.6,56,smooth
3,3,7,0.32491027795947763,21,28,67,0.6,56,smooth
4,4,6,0.4733818245329534,30,28,67,0.6,56,smooth
5,5,5,0.6123986284948025,42,28,67,0.6,56,smooth
6,6,4,0.6480491653925223,44,28,67,0.6,56,smooth
7,7,3,0.45448793352283245,32,28,67,0.6,56,smooth
8,8,2,0.20928544227807314,14,28,67,0.6,56,smooth
9,9,1,0.19734351191687585,12,28,67,0.6,56,smooth
10,10,6,0.4733818245329534,32,28,67,0.6,56,smooth
