,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.4641494230901681,31,17,66,0.8,47,smooth
1,1,18,0.23954692694090374,16,17,66,0.8,47,smooth
2,2,19,0.055662650971580796,3,17,66,0.8,47,smooth
3,3,16,0.5682448741063837,35,17,66,0.8,47,smooth
4,4,15,0.48391786123825625,32,17,66,0.8,47,smooth
5,5,14,0.3558998516772202,24,17,66,0.8,47,smooth
6,6,13,0.369881222689252,24,17,66,0.8,47,smooth
7,7,12,0.49005121406469443,33,17,66,0.8,47,smooth
8,8,11,0.5258467914591911,34,17,66,0.8,47,smooth
9,9,10,0.37996051570953454,23,17,66,0.8,47,smooth
10,10,19,0.055662650971580796,1,17,66,0.8,47,smooth
