,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.0,2,35,75,0.4,11,rough
1,1,24,0.3078493321682544,22,35,75,0.4,11,rough
2,2,23,0.727098301391206,55,35,75,0.4,11,rough
3,3,22,0.7237969913986216,53,35,75,0.4,11,rough
4,4,26,0.03527086544117967,4,35,75,0.4,11,rough
5,5,27,0.6876939662487835,52,35,75,0.4,11,rough
6,6,28,0.7870925015637397,59,35,75,0.4,11,rough
7,7,29,0.3296021588141457,26,35,75,0.4,11,rough
8,8,30,0.13755754949814678,11,35,75,0.4,11,rough
9,9,23,0.727098301391206,53,35,75,0.4,11,rough
10,10,24,0.3078493321682544,24,35,75,0.4,11,rough
