,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.9915795472894015,62,35,62,0,43,rough
1,1,18,0.7899834074013312,50,35,62,0,43,rough
2,2,20,1.0,63,35,62,0,43,rough
3,3,21,0.8219571326856063,49,35,62,0,43,rough
4,4,22,0.7237969913986216,44,35,62,0,43,rough
5,5,17,0.9782955198336792,60,35,62,0,43,rough
6,6,16,0.9438403657709307,58,35,62,0,43,rough
7,7,23,0.727098301391206,46,35,62,0,43,rough
8,8,24,0.3078493321682544,18,35,62,0,43,rough
9,9,25,0.0,1,35,62,0,43,rough
10,10,26,0.03527086544117967,2,35,62,0,43,rough
