,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.0,0,31,64,0,49,smooth
1,1,20,0.0825698068096695,6,31,64,0,49,smooth
2,2,21,0.5818764764422084,38,31,64,0,49,smooth
3,3,22,1.0,64,31,64,0,49,smooth
4,4,23,0.8248194593184054,52,31,64,0,49,smooth
5,5,24,0.28271857383708004,19,31,64,0,49,smooth
6,6,21,0.5818764764422084,36,31,64,0,49,smooth
7,7,22,1.0,63,31,64,0,49,smooth
8,8,23,0.8248194593184054,52,31,64,0,49,smooth
9,9,22,1.0,63,31,64,0,49,smooth
10,10,23,0.8248194593184054,54,31,64,0,49,smooth
