,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.17618121017705604,13,14,74,0,5,smooth
1,1,16,0.172623075073354,13,14,74,0,5,smooth
2,2,17,0.4244169621310078,31,14,74,0,5,smooth
3,3,18,0.6429258140521318,48,14,74,0,5,smooth
4,4,19,0.6890791048065594,50,14,74,0,5,smooth
5,5,20,0.6021641643355382,45,14,74,0,5,smooth
6,6,19,0.6890791048065594,51,14,74,0,5,smooth
7,7,18,0.6429258140521318,48,14,74,0,5,smooth
8,8,17,0.4244169621310078,31,14,74,0,5,smooth
9,9,19,0.6890791048065594,50,14,74,0,5,smooth
10,10,18,0.6429258140521318,46,14,74,0,5,smooth
