,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,27,0.0,2,24,66,0.6,6,rough
1,1,28,0.486074019794594,32,24,66,0.6,6,rough
2,2,29,0.8827396954958825,57,24,66,0.6,6,rough
3,3,30,0.7191672931400127,47,24,66,0.6,6,rough
4,4,26,0.20303396674053575,13,24,66,0.6,6,rough
5,5,25,0.5651360858737373,39,24,66,0.6,6,rough
6,6,24,0.4488198883408545,30,24,66,0.6,6,rough
7,7,23,0.3805793336553745,23,24,66,0.6,6,rough
8,8,22,0.6060292498973519,40,24,66,0.6,6,rough
9,9,21,0.7737447277489934,51,24,66,0.6,6,rough
10,10,20,0.8918477490648958,58,24,66,0.6,6,rough
