,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,1.0,69,7,70,1,3,rough
1,1,21,0.5622082797169747,39,7,70,1,3,rough
2,2,20,0.14581749675322694,10,7,70,1,3,rough
3,3,23,0.7268443233895278,51,7,70,1,3,rough
4,4,24,0.38762589327331,26,7,70,1,3,rough
5,5,19,0.3583899748066923,25,7,70,1,3,rough
6,6,23,0.7268443233895278,51,7,70,1,3,rough
7,7,25,0.42749904863632204,29,7,70,1,3,rough
8,8,26,0.48576873739655024,35,7,70,1,3,rough
9,9,27,0.28980555470520175,20,7,70,1,3,rough
10,10,23,0.7268443233895278,50,7,70,1,3,rough
