,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,26,0.45129388028538137,33,8,74,0.4,67,smooth
1,1,25,0.4755274241819322,35,8,74,0.4,67,smooth
2,2,24,0.46082761093202373,37,8,74,0.4,67,smooth
3,3,23,0.5363882378941637,40,8,74,0.4,67,smooth
4,4,22,0.6219448101366961,46,8,74,0.4,67,smooth
5,5,21,0.6113177045644982,45,8,74,0.4,67,smooth
6,6,20,0.5605055622713453,39,8,74,0.4,67,smooth
7,7,19,0.4903239299446181,35,8,74,0.4,67,smooth
8,8,25,0.4755274241819322,35,8,74,0.4,67,smooth
9,9,24,0.46082761093202373,34,8,74,0.4,67,smooth
10,10,23,0.5363882378941637,40,8,74,0.4,67,smooth
