,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.154921375157552,12,19,70,0.4,18,smooth
1,1,18,0.3662763166612521,26,19,70,0.4,18,smooth
2,2,17,0.6997460548726052,49,19,70,0.4,18,smooth
3,3,16,0.8902845363488477,63,19,70,0.4,18,smooth
4,4,15,0.822687881059501,56,19,70,0.4,18,smooth
5,5,14,0.6574277842753801,47,19,70,0.4,18,smooth
6,6,13,0.5918622765240468,43,19,70,0.4,18,smooth
7,7,12,0.6648684741171148,46,19,70,0.4,18,smooth
8,8,11,0.7974710877587764,55,19,70,0.4,18,smooth
9,9,20,0.11922644934480219,7,19,70,0.4,18,smooth
10,10,21,0.10586009638401629,9,19,70,0.4,18,smooth
