,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.23628440684587623,12,21,62,0.4,10,smooth
1,1,14,0.1334342224938988,7,21,62,0.4,10,smooth
2,2,16,0.2687152681762103,17,21,62,0.4,10,smooth
3,3,17,0.27568485319772706,17,21,62,0.4,10,smooth
4,4,18,0.41936505087090314,26,21,62,0.4,10,smooth
5,5,19,0.7244581018898775,44,21,62,0.4,10,smooth
6,6,20,0.9829949642320551,62,21,62,0.4,10,smooth
7,7,21,1.0,62,21,62,0.4,10,smooth
8,8,22,0.7962657687224072,49,21,62,0.4,10,smooth
9,9,23,0.5729926384841217,35,21,62,0.4,10,smooth
10,10,24,0.5410158764277342,33,21,62,0.4,10,smooth
