,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,11,0.2990342341208278,19,2,62,0,31,smooth
1,1,12,0.08939921856894496,4,2,62,0,31,smooth
2,2,10,0.5612393752927937,35,2,62,0,31,smooth
3,3,9,0.5550367811934613,35,2,62,0,31,smooth
4,4,13,0.14020871597411708,9,2,62,0,31,smooth
5,5,14,0.3027283087901141,20,2,62,0,31,smooth
6,6,15,0.42523079360644167,26,2,62,0,31,smooth
7,7,16,0.49320817431060027,28,2,62,0,31,smooth
8,8,17,0.46732039732571495,28,2,62,0,31,smooth
9,9,18,0.30728195113607204,20,2,62,0,31,smooth
10,10,19,0.0942191164806843,6,2,62,0,31,smooth
