,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.5340721961438706,35,8,62,1,50,rough
1,1,6,0.7673303530416851,47,8,62,1,50,rough
2,2,7,0.6749289328630887,41,8,62,1,50,rough
3,3,8,0.576927176584285,34,8,62,1,50,rough
4,4,9,0.5283079665477357,32,8,62,1,50,rough
5,5,10,0.41710344739849636,27,8,62,1,50,rough
6,6,11,0.6459187672257226,39,8,62,1,50,rough
7,7,12,0.6747111689714541,42,8,62,1,50,rough
8,8,6,0.7673303530416851,48,8,62,1,50,rough
9,9,7,0.6749289328630887,42,8,62,1,50,rough
10,10,8,0.576927176584285,36,8,62,1,50,rough
