,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.3572727283854258,28,34,79,0,11,rough
1,1,29,0.5067742894605382,41,34,79,0,11,rough
2,2,28,0.49641852401379677,39,34,79,0,11,rough
3,3,27,0.6276551279619781,47,34,79,0,11,rough
4,4,26,0.5312093373283556,42,34,79,0,11,rough
5,5,25,0.4296481862376541,35,34,79,0,11,rough
6,6,24,0.17826120476731133,12,34,79,0,11,rough
7,7,29,0.5067742894605382,38,34,79,0,11,rough
8,8,28,0.49641852401379677,39,34,79,0,11,rough
9,9,27,0.6276551279619781,50,34,79,0,11,rough
10,10,26,0.5312093373283556,41,34,79,0,11,rough
