,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.46732039732571495,29,2,69,0,55,smooth
1,1,18,0.30728195113607204,20,2,69,0,55,smooth
2,2,19,0.0942191164806843,9,2,69,0,55,smooth
3,3,16,0.49320817431060027,33,2,69,0,55,smooth
4,4,15,0.42523079360644167,30,2,69,0,55,smooth
5,5,14,0.3027283087901141,23,2,69,0,55,smooth
6,6,13,0.14020871597411708,10,2,69,0,55,smooth
7,7,20,0.06581116173051349,5,2,69,0,55,smooth
8,8,16,0.49320817431060027,34,2,69,0,55,smooth
9,9,15,0.42523079360644167,31,2,69,0,55,smooth
10,10,16,0.49320817431060027,35,2,69,0,55,smooth
