,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.3809509173056094,23,23,64,1,78,smooth
1,1,2,0.3028864837325101,21,23,64,1,78,smooth
2,2,3,0.32766234960017343,22,23,64,1,78,smooth
3,3,4,0.37923481770462875,23,23,64,1,78,smooth
4,4,5,0.410173173550744,26,23,64,1,78,smooth
5,5,6,0.425072974889556,27,23,64,1,78,smooth
6,6,7,0.35216448023697766,22,23,64,1,78,smooth
7,7,8,0.16970989474439013,11,23,64,1,78,smooth
8,8,5,0.410173173550744,27,23,64,1,78,smooth
9,9,6,0.425072974889556,28,23,64,1,78,smooth
10,10,7,0.35216448023697766,22,23,64,1,78,smooth
