,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,11,0.47319923025823396,30,1,66,0,30,smooth
1,1,12,0.5593527656315179,37,1,66,0,30,smooth
2,2,13,0.6640993771064414,43,1,66,0,30,smooth
3,3,14,0.6179389898791616,40,1,66,0,30,smooth
4,4,15,0.5379350048139953,36,1,66,0,30,smooth
5,5,16,0.5974174062530081,40,1,66,0,30,smooth
6,6,17,0.731642089166327,47,1,66,0,30,smooth
7,7,18,0.8144201982925143,54,1,66,0,30,smooth
8,8,19,0.8695054901654271,57,1,66,0,30,smooth
9,9,20,0.9473233282924096,61,1,66,0,30,smooth
10,10,19,0.8695054901654271,56,1,66,0,30,smooth
