,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.5494743037533734,36,10,67,0,2,rough
1,1,27,0.23055120449958877,14,10,67,0,2,rough
2,2,29,0.33867838913281545,23,10,67,0,2,rough
3,3,30,0.49862210026639175,34,10,67,0,2,rough
4,4,26,0.1550828034080701,11,10,67,0,2,rough
5,5,25,0.46468137947406174,32,10,67,0,2,rough
6,6,24,0.642809252510699,44,10,67,0,2,rough
7,7,23,0.640682095814366,44,10,67,0,2,rough
8,8,22,0.4021319459694285,28,10,67,0,2,rough
9,9,21,0.5643425639533437,39,10,67,0,2,rough
10,10,20,0.3761734089277076,25,10,67,0,2,rough
