,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.15789578412695854,11,20,72,1,76,smooth
1,1,14,0.22240736632140698,17,20,72,1,76,smooth
2,2,13,0.3473188344611166,26,20,72,1,76,smooth
3,3,16,0.24636195760732174,17,20,72,1,76,smooth
4,4,17,0.432799625411233,32,20,72,1,76,smooth
5,5,18,0.6511280457304155,48,20,72,1,76,smooth
6,6,19,0.8657050895916107,63,20,72,1,76,smooth
7,7,20,1.0,73,20,72,1,76,smooth
8,8,21,0.9992988013845073,74,20,72,1,76,smooth
9,9,22,0.9048837591118988,66,20,72,1,76,smooth
10,10,21,0.9992988013845073,71,20,72,1,76,smooth
