,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,12,0.3428826466609615,23,11,71,0.8,5,smooth
1,1,13,0.4768437989224892,33,11,71,0.8,5,smooth
2,2,14,0.5482240170044905,38,11,71,0.8,5,smooth
3,3,15,0.5219982919602216,37,11,71,0.8,5,smooth
4,4,16,0.49698399806675614,36,11,71,0.8,5,smooth
5,5,17,0.5208937951364767,37,11,71,0.8,5,smooth
6,6,18,0.5369527674197859,37,11,71,0.8,5,smooth
7,7,19,0.5345222037205756,37,11,71,0.8,5,smooth
8,8,20,0.5129970642778,36,11,71,0.8,5,smooth
9,9,19,0.5345222037205756,39,11,71,0.8,5,smooth
10,10,18,0.5369527674197859,38,11,71,0.8,5,smooth
