,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.2572986281251589,18,0,73,0.2,20,smooth
1,1,23,0.47390428036316756,34,0,73,0.2,20,smooth
2,2,24,0.6337679668456351,47,0,73,0.2,20,smooth
3,3,25,0.6195673901029147,44,0,73,0.2,20,smooth
4,4,26,0.5269544974715014,37,0,73,0.2,20,smooth
5,5,27,0.5130896635333806,37,0,73,0.2,20,smooth
6,6,28,0.5807534731301708,42,0,73,0.2,20,smooth
7,7,29,0.6594374222987237,49,0,73,0.2,20,smooth
8,8,30,0.6734604750685793,49,0,73,0.2,20,smooth
9,9,21,0.10078672838569698,8,0,73,0.2,20,smooth
10,10,23,0.47390428036316756,36,0,73,0.2,20,smooth
