,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.40313917457125786,26,24,64,0.4,29,smooth
1,1,18,0.5463270812380823,36,24,64,0.4,29,smooth
2,2,19,0.6564911888878625,42,24,64,0.4,29,smooth
3,3,20,0.732621574324465,46,24,64,0.4,29,smooth
4,4,21,0.7595331193068757,49,24,64,0.4,29,smooth
5,5,22,0.7325139222842392,46,24,64,0.4,29,smooth
6,6,23,0.6703089586164483,43,24,64,0.4,29,smooth
7,7,24,0.6138283306580333,39,24,64,0.4,29,smooth
8,8,21,0.7595331193068757,49,24,64,0.4,29,smooth
9,9,22,0.7325139222842392,45,24,64,0.4,29,smooth
10,10,21,0.7595331193068757,48,24,64,0.4,29,smooth
