,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.06296905374828676,6,6,80,1,82,smooth
1,1,10,0.08884411520956448,8,6,80,1,82,smooth
2,2,11,0.21679425747326544,18,6,80,1,82,smooth
3,3,12,0.4619808979147282,36,6,80,1,82,smooth
4,4,13,0.7489054898283981,60,6,80,1,82,smooth
5,5,14,0.9552314851015172,76,6,80,1,82,smooth
6,6,13,0.7489054898283981,59,6,80,1,82,smooth
7,7,14,0.9552314851015172,75,6,80,1,82,smooth
8,8,13,0.7489054898283981,60,6,80,1,82,smooth
9,9,14,0.9552314851015172,75,6,80,1,82,smooth
10,10,13,0.7489054898283981,61,6,80,1,82,smooth
