,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.7268443233895278,41,7,60,0.4,61,rough
1,1,22,1.0,59,7,60,0.4,61,rough
2,2,24,0.38762589327331,23,7,60,0.4,61,rough
3,3,21,0.5622082797169747,36,7,60,0.4,61,rough
4,4,20,0.14581749675322694,8,7,60,0.4,61,rough
5,5,23,0.7268443233895278,44,7,60,0.4,61,rough
6,6,22,1.0,62,7,60,0.4,61,rough
7,7,25,0.42749904863632204,26,7,60,0.4,61,rough
8,8,26,0.48576873739655024,31,7,60,0.4,61,rough
9,9,27,0.28980555470520175,17,7,60,0.4,61,rough
10,10,22,1.0,60,7,60,0.4,61,rough
