,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,29,0.29864282538004083,23,8,78,0.6,21,smooth
1,1,28,0.3051534556654526,24,8,78,0.6,21,smooth
2,2,27,0.3557980950065754,27,8,78,0.6,21,smooth
3,3,30,0.2426812823406153,19,8,78,0.6,21,smooth
4,4,26,0.45129388028538137,35,8,78,0.6,21,smooth
5,5,25,0.4755274241819322,36,8,78,0.6,21,smooth
6,6,24,0.46082761093202373,37,8,78,0.6,21,smooth
7,7,23,0.5363882378941637,43,8,78,0.6,21,smooth
8,8,22,0.6219448101366961,48,8,78,0.6,21,smooth
9,9,21,0.6113177045644982,49,8,78,0.6,21,smooth
10,10,20,0.5605055622713453,43,8,78,0.6,21,smooth
