,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,10,0.42667508623071804,27,11,62,0.8,44,smooth
1,1,9,0.5808934593261377,36,11,62,0.8,44,smooth
2,2,11,0.3041842127512766,19,11,62,0.8,44,smooth
3,3,12,0.3428826466609615,20,11,62,0.8,44,smooth
4,4,13,0.4768437989224892,32,11,62,0.8,44,smooth
5,5,14,0.5482240170044905,33,11,62,0.8,44,smooth
6,6,15,0.5219982919602216,31,11,62,0.8,44,smooth
7,7,16,0.49698399806675614,29,11,62,0.8,44,smooth
8,8,17,0.5208937951364767,33,11,62,0.8,44,smooth
9,9,18,0.5369527674197859,32,11,62,0.8,44,smooth
10,10,19,0.5345222037205756,32,11,62,0.8,44,smooth
