,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,27,0.41269368493825437,26,4,64,0,51,smooth
1,1,26,0.5926501115380347,39,4,64,0,51,smooth
2,2,25,0.787569663734046,49,4,64,0,51,smooth
3,3,24,0.9410162889103971,63,4,64,0,51,smooth
4,4,23,1.0,64,4,64,0,51,smooth
5,5,22,0.9578787818179191,62,4,64,0,51,smooth
6,6,21,0.8688362420758847,55,4,64,0,51,smooth
7,7,23,1.0,64,4,64,0,51,smooth
8,8,24,0.9410162889103971,61,4,64,0,51,smooth
9,9,25,0.787569663734046,49,4,64,0,51,smooth
10,10,26,0.5926501115380347,38,4,64,0,51,smooth
