,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.06296905374828676,4,6,64,0.6,75,smooth
1,1,10,0.08884411520956448,6,6,64,0.6,75,smooth
2,2,11,0.21679425747326544,14,6,64,0.6,75,smooth
3,3,12,0.4619808979147282,30,6,64,0.6,75,smooth
4,4,13,0.7489054898283981,48,6,64,0.6,75,smooth
5,5,14,0.9552314851015172,59,6,64,0.6,75,smooth
6,6,15,1.0,65,6,64,0.6,75,smooth
7,7,16,0.8666690724497781,57,6,64,0.6,75,smooth
8,8,15,1.0,63,6,64,0.6,75,smooth
9,9,14,0.9552314851015172,61,6,64,0.6,75,smooth
10,10,15,1.0,63,6,64,0.6,75,smooth
