,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.24140864802085008,20,8,77,0,52,smooth
1,1,5,0.36714124555924,29,8,77,0,52,smooth
2,2,6,0.4997156915379242,39,8,77,0,52,smooth
3,3,7,0.6691736922988369,51,8,77,0,52,smooth
4,4,8,0.8342298616851657,62,8,77,0,52,smooth
5,5,9,0.9545863959984454,73,8,77,0,52,smooth
6,6,10,1.0,77,8,77,0,52,smooth
7,7,11,0.9503491713282913,75,8,77,0,52,smooth
8,8,12,0.8572766181145713,67,8,77,0,52,smooth
9,9,13,0.7474229379171358,57,8,77,0,52,smooth
10,10,14,0.6128683763517736,46,8,77,0,52,smooth
