,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,6,0.13802274774081738,12,14,78,0,44,smooth
1,1,7,0.0,0,14,78,0,44,smooth
2,2,5,0.41323091981805454,33,14,78,0,44,smooth
3,3,4,0.7254461835490879,57,14,78,0,44,smooth
4,4,3,0.9663377520154366,76,14,78,0,44,smooth
5,5,2,1.0,76,14,78,0,44,smooth
6,6,1,0.8301002966333916,65,14,78,0,44,smooth
7,7,4,0.7254461835490879,58,14,78,0,44,smooth
8,8,3,0.9663377520154366,76,14,78,0,44,smooth
9,9,2,1.0,75,14,78,0,44,smooth
10,10,5,0.41323091981805454,33,14,78,0,44,smooth
