,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,16,0.2687152681762103,18,21,65,0.4,58,smooth
1,1,17,0.27568485319772706,20,21,65,0.4,58,smooth
2,2,18,0.41936505087090314,26,21,65,0.4,58,smooth
3,3,19,0.7244581018898775,47,21,65,0.4,58,smooth
4,4,20,0.9829949642320551,66,21,65,0.4,58,smooth
5,5,21,1.0,65,21,65,0.4,58,smooth
6,6,22,0.7962657687224072,52,21,65,0.4,58,smooth
7,7,19,0.7244581018898775,46,21,65,0.4,58,smooth
8,8,20,0.9829949642320551,64,21,65,0.4,58,smooth
9,9,21,1.0,65,21,65,0.4,58,smooth
10,10,22,0.7962657687224072,52,21,65,0.4,58,smooth
