,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,7,0.23156523005341959,15,1,72,0,34,rough
1,1,8,0.15949313472395074,10,1,72,0,34,rough
2,2,9,0.3203357838361322,24,1,72,0,34,rough
3,3,10,0.37375494160002404,27,1,72,0,34,rough
4,4,11,0.01261506086001965,1,1,72,0,34,rough
5,5,9,0.3203357838361322,24,1,72,0,34,rough
6,6,8,0.15949313472395074,11,1,72,0,34,rough
7,7,9,0.3203357838361322,23,1,72,0,34,rough
8,8,10,0.37375494160002404,27,1,72,0,34,rough
9,9,9,0.3203357838361322,23,1,72,0,34,rough
10,10,10,0.37375494160002404,28,1,72,0,34,rough
