,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.4638155536078868,32,17,68,0,79,smooth
1,1,6,0.18364583036531093,13,17,68,0,79,smooth
2,2,4,0.7111551174336251,48,17,68,0,79,smooth
3,3,3,0.8523521316824683,59,17,68,0,79,smooth
4,4,2,0.9358317375717077,66,17,68,0,79,smooth
5,5,1,1.0,68,17,68,0,79,smooth
6,6,3,0.8523521316824683,57,17,68,0,79,smooth
7,7,4,0.7111551174336251,50,17,68,0,79,smooth
8,8,2,0.9358317375717077,64,17,68,0,79,smooth
9,9,1,1.0,68,17,68,0,79,smooth
10,10,3,0.8523521316824683,59,17,68,0,79,smooth
