,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.787374658536536,58,14,72,0,78,rough
1,1,18,0.675474460709207,48,14,72,0,78,rough
2,2,19,0.49605763440324074,37,14,72,0,78,rough
3,3,16,0.4159930159605165,30,14,72,0,78,rough
4,4,15,0.0,2,14,72,0,78,rough
5,5,17,0.787374658536536,59,14,72,0,78,rough
6,6,18,0.675474460709207,48,14,72,0,78,rough
7,7,19,0.49605763440324074,37,14,72,0,78,rough
8,8,20,0.4658012325949179,33,14,72,0,78,rough
9,9,17,0.787374658536536,57,14,72,0,78,rough
10,10,18,0.675474460709207,48,14,72,0,78,rough
