,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.23628440684587623,18,21,71,0,47,smooth
1,1,16,0.2687152681762103,19,21,71,0,47,smooth
2,2,17,0.27568485319772706,20,21,71,0,47,smooth
3,3,18,0.41936505087090314,28,21,71,0,47,smooth
4,4,19,0.7244581018898775,51,21,71,0,47,smooth
5,5,20,0.9829949642320551,70,21,71,0,47,smooth
6,6,21,1.0,73,21,71,0,47,smooth
7,7,22,0.7962657687224072,56,21,71,0,47,smooth
8,8,19,0.7244581018898775,52,21,71,0,47,smooth
9,9,20,0.9829949642320551,70,21,71,0,47,smooth
10,10,21,1.0,70,21,71,0,47,smooth
