,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.12999510786031207,9,27,69,0,6,smooth
1,1,2,0.0,0,27,69,0,6,smooth
2,2,3,0.15994255101557264,11,27,69,0,6,smooth
3,3,4,0.4896495768012984,34,27,69,0,6,smooth
4,4,5,0.7460892199563453,51,27,69,0,6,smooth
5,5,6,0.7763280434400782,53,27,69,0,6,smooth
6,6,7,0.597087753798208,40,27,69,0,6,smooth
7,7,8,0.37827752729866676,25,27,69,0,6,smooth
8,8,9,0.32440145362510286,23,27,69,0,6,smooth
9,9,10,0.43718603905643627,31,27,69,0,6,smooth
10,10,5,0.7460892199563453,52,27,69,0,6,smooth
