,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,13,0.7987810078357164,52,30,66,0.6,1,rough
1,1,14,0.39442933403710806,25,30,66,0.6,1,rough
2,2,12,0.6739809430179767,43,30,66,0.6,1,rough
3,3,11,0.7505541501198791,50,30,66,0.6,1,rough
4,4,15,0.0,0,30,66,0.6,1,rough
5,5,16,0.07331508344816325,5,30,66,0.6,1,rough
6,6,11,0.7505541501198791,48,30,66,0.6,1,rough
7,7,12,0.6739809430179767,46,30,66,0.6,1,rough
8,8,11,0.7505541501198791,49,30,66,0.6,1,rough
9,9,12,0.6739809430179767,44,30,66,0.6,1,rough
10,10,11,0.7505541501198791,52,30,66,0.6,1,rough
