,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,6,0.8493515574492688,56,37,65,0,77,rough
1,1,7,0.8990570817406124,58,37,65,0,77,rough
2,2,8,0.48365622416591597,31,37,65,0,77,rough
3,3,5,0.4845952117805598,31,37,65,0,77,rough
4,4,4,0.9538905176822442,62,37,65,0,77,rough
5,5,3,0.9121635864494887,60,37,65,0,77,rough
6,6,2,0.540702899966243,36,37,65,0,77,rough
7,7,1,0.027545328617873687,4,37,65,0,77,rough
8,8,9,0.23144634459345068,15,37,65,0,77,rough
9,9,10,0.06903585898717304,6,37,65,0,77,rough
10,10,11,0.08884898935690141,5,37,65,0,77,rough
