,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,14,0.06936955942016002,4,15,71,0,17,rough
1,1,15,0.0,0,15,71,0,17,rough
2,2,13,0.4460235164029772,30,15,71,0,17,rough
3,3,12,0.8892907645532425,64,15,71,0,17,rough
4,4,11,1.0,70,15,71,0,17,rough
5,5,10,0.7818645619232797,55,15,71,0,17,rough
6,6,9,0.5859618548382588,40,15,71,0,17,rough
7,7,8,0.6360666488499358,47,15,71,0,17,rough
8,8,7,0.7658262245616495,53,15,71,0,17,rough
9,9,6,0.7098101457463769,50,15,71,0,17,rough
10,10,5,0.8836367912011707,61,15,71,0,17,rough
