,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.4424304014199201,36,15,78,0,0,smooth
1,1,2,0.44241426121662314,36,15,78,0,0,smooth
2,2,3,0.5667348055888864,44,15,78,0,0,smooth
3,3,4,0.7198046931308051,54,15,78,0,0,smooth
4,4,5,0.8756762757777076,68,15,78,0,0,smooth
5,5,6,1.0,78,15,78,0,0,smooth
6,6,7,0.9782609206084004,75,15,78,0,0,smooth
7,7,8,0.7897885654189625,61,15,78,0,0,smooth
8,8,9,0.5891996171546341,44,15,78,0,0,smooth
9,9,10,0.493132267484911,38,15,78,0,0,smooth
10,10,6,1.0,80,15,78,0,0,smooth
