,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.5503712021650681,34,12,62,0,13,rough
1,1,6,0.3596926243455298,22,12,62,0,13,rough
2,2,7,0.06242948327804764,4,12,62,0,13,rough
3,3,4,0.12608348071136655,8,12,62,0,13,rough
4,4,3,0.1042706650637551,6,12,62,0,13,rough
5,5,2,0.12409412863144627,11,12,62,0,13,rough
6,6,1,0.07741165853111431,4,12,62,0,13,rough
7,7,5,0.5503712021650681,34,12,62,0,13,rough
8,8,6,0.3596926243455298,23,12,62,0,13,rough
9,9,5,0.5503712021650681,35,12,62,0,13,rough
10,10,6,0.3596926243455298,23,12,62,0,13,rough
