,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,24,0.2567957678917096,21,12,79,0.8,7,rough
1,1,23,0.37765921513171863,30,12,79,0.8,7,rough
2,2,22,0.32654303644606864,25,12,79,0.8,7,rough
3,3,25,0.3015625382890858,24,12,79,0.8,7,rough
4,4,26,0.23721864036043908,19,12,79,0.8,7,rough
5,5,21,0.16065426442817898,12,12,79,0.8,7,rough
6,6,23,0.37765921513171863,31,12,79,0.8,7,rough
7,7,24,0.2567957678917096,23,12,79,0.8,7,rough
8,8,25,0.3015625382890858,25,12,79,0.8,7,rough
9,9,23,0.37765921513171863,31,12,79,0.8,7,rough
10,10,24,0.2567957678917096,20,12,79,0.8,7,rough
