,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,6,0.7256758814223171,54,29,73,0.2,79,rough
1,1,7,0.6801934358613584,49,29,73,0.2,79,rough
2,2,8,0.6194226295232471,44,29,73,0.2,79,rough
3,3,9,0.7260516746510438,54,29,73,0.2,79,rough
4,4,10,0.6529313842237311,46,29,73,0.2,79,rough
5,5,11,0.7423595697478276,56,29,73,0.2,79,rough
6,6,12,0.6335753358262544,46,29,73,0.2,79,rough
7,7,13,0.5997146028652961,42,29,73,0.2,79,rough
8,8,14,0.37529404142667705,27,29,73,0.2,79,rough
9,9,11,0.7423595697478276,56,29,73,0.2,79,rough
10,10,10,0.6529313842237311,48,29,73,0.2,79,rough
