,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.0,1,31,60,0.8,25,smooth
1,1,18,0.25642148233894063,15,31,60,0.8,25,smooth
2,2,17,0.45904537853863686,26,31,60,0.8,25,smooth
3,3,16,0.4322232779996376,25,31,60,0.8,25,smooth
4,4,20,0.0825698068096695,7,31,60,0.8,25,smooth
5,5,21,0.5818764764422084,35,31,60,0.8,25,smooth
6,6,22,1.0,60,31,60,0.8,25,smooth
7,7,23,0.8248194593184054,49,31,60,0.8,25,smooth
8,8,24,0.28271857383708004,16,31,60,0.8,25,smooth
9,9,22,1.0,61,31,60,0.8,25,smooth
10,10,21,0.5818764764422084,35,31,60,0.8,25,smooth
