,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.09005114287247813,6,24,78,0,72,smooth
1,1,6,0.34671594460775984,28,24,78,0,72,smooth
2,2,7,0.6620576666663932,53,24,78,0,72,smooth
3,3,8,0.9068470642522731,71,24,78,0,72,smooth
4,4,9,1.0,78,24,78,0,72,smooth
5,5,10,0.922082235799452,73,24,78,0,72,smooth
6,6,9,1.0,77,24,78,0,72,smooth
7,7,8,0.9068470642522731,73,24,78,0,72,smooth
8,8,7,0.6620576666663932,51,24,78,0,72,smooth
9,9,8,0.9068470642522731,71,24,78,0,72,smooth
10,10,9,1.0,79,24,78,0,72,smooth
