,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.8219571326856063,51,35,64,0,41,rough
1,1,22,0.7237969913986216,46,35,64,0,41,rough
2,2,23,0.727098301391206,46,35,64,0,41,rough
3,3,24,0.3078493321682544,21,35,64,0,41,rough
4,4,25,0.0,0,35,64,0,41,rough
5,5,20,1.0,64,35,64,0,41,rough
6,6,19,0.9915795472894015,63,35,64,0,41,rough
7,7,18,0.7899834074013312,51,35,64,0,41,rough
8,8,17,0.9782955198336792,64,35,64,0,41,rough
9,9,16,0.9438403657709307,63,35,64,0,41,rough
10,10,15,0.7995587922684156,51,35,64,0,41,rough
