,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,20,0.30936436431903186,21,13,67,0.6,32,smooth
1,1,19,0.35586560768141534,23,13,67,0.6,32,smooth
2,2,21,0.2463321778884402,16,13,67,0.6,32,smooth
3,3,18,0.3858644272501738,27,13,67,0.6,32,smooth
4,4,17,0.45883748946459857,29,13,67,0.6,32,smooth
5,5,16,0.5528919561768265,37,13,67,0.6,32,smooth
6,6,15,0.5474284383173352,37,13,67,0.6,32,smooth
7,7,14,0.41811993910116474,28,13,67,0.6,32,smooth
8,8,18,0.3858644272501738,26,13,67,0.6,32,smooth
9,9,17,0.45883748946459857,31,13,67,0.6,32,smooth
10,10,16,0.5528919561768265,38,13,67,0.6,32,smooth
