,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.32440145362510286,20,27,61,0.6,77,smooth
1,1,8,0.37827752729866676,24,27,61,0.6,77,smooth
2,2,7,0.597087753798208,37,27,61,0.6,77,smooth
3,3,6,0.7763280434400782,46,27,61,0.6,77,smooth
4,4,5,0.7460892199563453,46,27,61,0.6,77,smooth
5,5,4,0.4896495768012984,30,27,61,0.6,77,smooth
6,6,7,0.597087753798208,37,27,61,0.6,77,smooth
7,7,8,0.37827752729866676,22,27,61,0.6,77,smooth
8,8,7,0.597087753798208,36,27,61,0.6,77,smooth
9,9,6,0.7763280434400782,48,27,61,0.6,77,smooth
10,10,7,0.597087753798208,37,27,61,0.6,77,smooth
