,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.0942191164806843,8,2,72,0,17,smooth
1,1,20,0.06581116173051349,7,2,72,0,17,smooth
2,2,18,0.30728195113607204,23,2,72,0,17,smooth
3,3,17,0.46732039732571495,32,2,72,0,17,smooth
4,4,16,0.49320817431060027,37,2,72,0,17,smooth
5,5,15,0.42523079360644167,32,2,72,0,17,smooth
6,6,14,0.3027283087901141,23,2,72,0,17,smooth
7,7,13,0.14020871597411708,11,2,72,0,17,smooth
8,8,12,0.08939921856894496,5,2,72,0,17,smooth
9,9,11,0.2990342341208278,22,2,72,0,17,smooth
10,10,10,0.5612393752927937,39,2,72,0,17,smooth
