,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.4080756184521426,28,28,69,0.4,48,rough
1,1,27,0.4075885258241591,28,28,69,0.4,48,rough
2,2,29,0.09260808573208779,7,28,69,0.4,48,rough
3,3,26,0.39337195294982913,28,28,69,0.4,48,rough
4,4,25,0.2796502600995224,18,28,69,0.4,48,rough
5,5,24,0.14350719323096298,10,28,69,0.4,48,rough
6,6,28,0.4080756184521426,29,28,69,0.4,48,rough
7,7,27,0.4075885258241591,26,28,69,0.4,48,rough
8,8,28,0.4080756184521426,26,28,69,0.4,48,rough
9,9,27,0.4075885258241591,28,28,69,0.4,48,rough
10,10,28,0.4080756184521426,28,28,69,0.4,48,rough
