,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,3,0.2686953336281025,18,2,61,0.2,25,rough
1,1,4,0.21438656908097017,12,2,61,0.2,25,rough
2,2,5,0.33835677459885677,21,2,61,0.2,25,rough
3,3,6,0.6497501954458332,39,2,61,0.2,25,rough
4,4,7,0.9431653125242438,57,2,61,0.2,25,rough
5,5,8,1.0,62,2,61,0.2,25,rough
6,6,9,0.7107425431413056,44,2,61,0.2,25,rough
7,7,10,0.5497138044516832,33,2,61,0.2,25,rough
8,8,7,0.9431653125242438,58,2,61,0.2,25,rough
9,9,8,1.0,62,2,61,0.2,25,rough
10,10,7,0.9431653125242438,60,2,61,0.2,25,rough
