,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,7,0.06242948327804764,5,12,72,1,57,rough
1,1,8,0.0645447613341522,4,12,72,1,57,rough
2,2,9,0.20679398577790115,16,12,72,1,57,rough
3,3,10,0.39359865604183186,31,12,72,1,57,rough
4,4,11,0.2801618362029448,18,12,72,1,57,rough
5,5,12,0.36550032495569307,25,12,72,1,57,rough
6,6,13,0.32109106814837,23,12,72,1,57,rough
7,7,11,0.2801618362029448,19,12,72,1,57,rough
8,8,12,0.36550032495569307,26,12,72,1,57,rough
9,9,13,0.32109106814837,23,12,72,1,57,rough
10,10,14,0.5005065253915096,36,12,72,1,57,rough
