,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,13,0.16262352142474082,12,12,72,1,88,smooth
1,1,12,0.27572593077073526,21,12,72,1,88,smooth
2,2,14,0.4349181320521283,33,12,72,1,88,smooth
3,3,15,0.8157744896305118,58,12,72,1,88,smooth
4,4,16,0.9907425563928741,71,12,72,1,88,smooth
5,5,17,0.8752740502852976,62,12,72,1,88,smooth
6,6,18,0.6205030459958362,43,12,72,1,88,smooth
7,7,19,0.4539544237243327,33,12,72,1,88,smooth
8,8,15,0.8157744896305118,58,12,72,1,88,smooth
9,9,16,0.9907425563928741,70,12,72,1,88,smooth
10,10,15,0.8157744896305118,59,12,72,1,88,smooth
