,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,16,0.4960555805380899,39,25,79,0.8,51,smooth
1,1,17,0.57992032257058,45,25,79,0.8,51,smooth
2,2,18,0.6022751294206893,48,25,79,0.8,51,smooth
3,3,19,0.46821806831579105,38,25,79,0.8,51,smooth
4,4,20,0.23436653004093735,17,25,79,0.8,51,smooth
5,5,19,0.46821806831579105,38,25,79,0.8,51,smooth
6,6,18,0.6022751294206893,46,25,79,0.8,51,smooth
7,7,17,0.57992032257058,47,25,79,0.8,51,smooth
8,8,18,0.6022751294206893,48,25,79,0.8,51,smooth
9,9,19,0.46821806831579105,36,25,79,0.8,51,smooth
10,10,17,0.57992032257058,45,25,79,0.8,51,smooth
