,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,16,0.7457633852229868,59,17,78,0.2,77,rough
1,1,17,0.9041910213463321,70,17,78,0.2,77,rough
2,2,18,0.7226091630829404,57,17,78,0.2,77,rough
3,3,19,0.5957131671031876,46,17,78,0.2,77,rough
4,4,17,0.9041910213463321,71,17,78,0.2,77,rough
5,5,16,0.7457633852229868,59,17,78,0.2,77,rough
6,6,17,0.9041910213463321,72,17,78,0.2,77,rough
7,7,18,0.7226091630829404,57,17,78,0.2,77,rough
8,8,19,0.5957131671031876,47,17,78,0.2,77,rough
9,9,17,0.9041910213463321,70,17,78,0.2,77,rough
10,10,16,0.7457633852229868,60,17,78,0.2,77,rough
