,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.1281807788331418,9,32,80,0.8,30,smooth
1,1,5,0.4268872318033567,34,32,80,0.8,30,smooth
2,2,6,0.6594606996919687,51,32,80,0.8,30,smooth
3,3,7,0.6609133991634292,52,32,80,0.8,30,smooth
4,4,8,0.6102448899069348,48,32,80,0.8,30,smooth
5,5,6,0.6594606996919687,53,32,80,0.8,30,smooth
6,6,7,0.6609133991634292,54,32,80,0.8,30,smooth
7,7,9,0.7181598100770484,57,32,80,0.8,30,smooth
8,8,8,0.6102448899069348,48,32,80,0.8,30,smooth
9,9,10,0.8265216734120533,64,32,80,0.8,30,smooth
10,10,9,0.7181598100770484,56,32,80,0.8,30,smooth
