,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.14314740583507624,13,29,77,0.4,24,smooth
1,1,2,0.1919504268501078,14,29,77,0.4,24,smooth
2,2,3,0.5094904583819011,41,29,77,0.4,24,smooth
3,3,4,0.8509402112240787,64,29,77,0.4,24,smooth
4,4,5,1.0,76,29,77,0.4,24,smooth
5,5,6,0.7900796695855551,60,29,77,0.4,24,smooth
6,6,5,1.0,77,29,77,0.4,24,smooth
7,7,7,0.3217176120160281,24,29,77,0.4,24,smooth
8,8,5,1.0,77,29,77,0.4,24,smooth
9,9,4,0.8509402112240787,65,29,77,0.4,24,smooth
10,10,5,1.0,77,29,77,0.4,24,smooth
