,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.3167226085845242,23,39,71,0.6,29,smooth
1,1,9,0.36576139550931613,27,39,71,0.6,29,smooth
2,2,10,0.4205217824270238,31,39,71,0.6,29,smooth
3,3,11,0.5088855575082933,37,39,71,0.6,29,smooth
4,4,12,0.671471361237324,47,39,71,0.6,29,smooth
5,5,13,0.8715265397381311,61,39,71,0.6,29,smooth
6,6,14,0.9995969600661947,73,39,71,0.6,29,smooth
7,7,15,1.0,70,39,71,0.6,29,smooth
8,8,16,0.9190899494872768,66,39,71,0.6,29,smooth
9,9,17,0.8331842277143972,60,39,71,0.6,29,smooth
10,10,18,0.7486850028953962,54,39,71,0.6,29,smooth
